skill,freq
sales & operation planning,1
rest/soap,1
финансовый аналитик,1
эксперт,1
кросс-системный анализ,1
google sheets,1
sap bw4,1
sas eg,1
sas va,1
bi разработчик,1
анализ розничных показателей,1
по,1
xsdl,1
разработка сайтов,1
управление продажами b2c,1
продажи b2c маркетинг,1
public speaking,1
rdf n3,1
информационный стиль,1
редактура,1
alytics,1
понимаю разницу между «делать» и «сделать»,1
арбитраж трафика,1
fixed income,1
frm,1
pest-анализ,1
swot,1
1c: торговля,1
hive-sql,1
3 линия поддержки,1
"pmbok, lean, six sigma, kanban",1
surveygizmo,1
surveymonkey,1
знание сетевой архитектуры,1
crisp-dm,1
методы машинного обучения,1
r-language,1
ip адрес,1
домены,1
браузер,1
бит:финанс,1
нормативно-справочная информация,1
мастер-данные,1
аналитик нси,1
mind map,1
json/xml,1
curl,1
хранение документов,1
разработка архитектурных решений,1
"анализ интегрируемых систем, построение единых правил хранения и использование документов",1
расчет прогнозных моделей,1
banking 5nt,1
tsql,1
анализ промо,1
бизнес-партнер,1
анализ коммерческого блока,1
bpm elma,1
мобильная связь,1
фиксированная связь,1
построение сетей,1
телекоммуникационные услуги,1
ит-системы,1
банковское право,1
аналитика продукта,1
product analyst,1
ado.net,1
ad hoc,1
sql запрос,1
мобильная аналитика,1
compass plus,1
ndc,1
ddc,1
anyway,1
навыки проведения интервью,1
android developer studio,1
юридический консалтинг,1
3d-графика,1
судостроение,1
компьютерная лингвистика,1
"лоцман:plm, altium designer, 1с:упп, 1с:документооборот",1
общение с пользователями,1
gretl,1
эконометрическое моделирование,1
зуп 8,1
бп 8,1
redshift,1
json-shema,1
системы теплоснабжения,1
подготовка отчетности,1
pentaho ba,1
crystal reports,1
bm watson analytics,1
er диаграммы,1
блок-схемы,1
работа с маркетплейсами,1
внутренняя оптимизация сайта,1
инвестиционные риски,1
экологическое строительство,1
выявление требований,1
документирование требовапний,1
проектирование предметной области,1
azure devops server,1
olv,1
судопроизводство,1
1с консоль,1
1с консоль,1
анализ эффективности бизнес процессов,1
умение анализировать большие объемы данных,1
card suite tieto,1
моби-с,1
ms sql reporting services,1
ms sql analysis services,1
в2с,1
scikit-learn,1
hr,1
составление технического описания,1
денежные рынки,1
тестирование бизнес-схем,1
сопровождение абс,1
ре-инжиниринг бизнес процессов,1
"149-фз, 152-фз, 63-фз",1
"приказы фстэк №17, 21, приказы фсб №378, 66",1
работа с заказчиками,1
обеспечение внутренней безопасности,1
"владение написание скриптов на sql, работа с таблицами баз данных, написание макросов",1
разработка отчетов,1
customer value management,1
oracle application express,1
язык си,1
кт-178c,1
ubuntu,1
jboss,1
facebook api,1
электроэнергетика,1
ит-проект,1
тоир,1
торо,1
ibm maximo,1
проектирование системы,1
разработка функциональной модели,1
подготовка документов,1
excel 2016,1
vbams,1
экономика,1
оформление приходно-расходных документов,1
отчеты,1
массивы данных,1
информационная поддержка,1
внедрение информационной системы,1
описание функционала,1
сбор потребностей,1
tableau/power bi,1
digital,1
1с бгу,1
1с своды бгу,1
traffic analysis,1
power bi,1
агрегирование данных,1
ext js,1
boosters,1
integration patterns,1
справочно-правовые системы,1
написание sql-запросов,1
знание vba,1
1с управление холдингом,1
user story map,1
iso 9001-2015,1
bss,1
техническое задание,1
описание процессов,1
дбо,1
siem,1
maxpatrol,1
hp arcsight,1
продажи,1
dsl,1
рекрутмент,1
biразработчик,1
эксель,1
1с:сrm,1
внедрение иас,1
внедрение bi,1
руководство проектами,1
owox bi,1
"data studio,",1
xml shema,1
производственный контроль,1
аналитика бизнес процессов,1
ms excel solver,1
директ коммандер,1
биллинг,1
металлургия,1
налоговое консультирование,1
ландшафтная архитектура,1
google suite,1
1 с: предприятие,1
1с: управление торговлей 11,1
агрегаторы,1
abcp,1
"хранилище данных,",1
информация,1
первичное обследование,1
написание инструкций,1
мкт,1
ltl,1
ftl,1
triafly,1
netdb,1
sms маркетинг,1
аудит smm,1
системы управления базами данных,1
visual studio code,1
markdown,1
visual studio team services,1
sales skills,1
ds stack,1
use case,1
антифрод,1
внедрение систем информационной безопасности,1
code analysis,1
llvm,1
complier,1
reporting services,1
умение доводить дело до конца,1
желание обучаться,1
ответственность за свой результат,1
составление технического задания,1
составление mindmap проекта,1
аналитика бизнес процессов,1
kibana,1
английский — c1 — продвинутый,1
"sap bi,",1
bpn,1
data science,1
bapi,1
batch input,1
lsmw,1
ansible,1
ccnp,1
ccna,1
anylogic,1
микросервисная архитектура приложений,1
content manager,1
бд,1
database modelisation,1
внешний финансовый аудит,1
1с управление холдингом,1
способность к,1
способность к системному мышлению,1
use-case,1
activity,1
bi-инструменты,1
автоматизация мсфо отчетности,1
активы и пассивы,1
alm,1
msvisio,1
enterprisearchitect,1
aso,1
продуктовый анализ,1
развитие продукта,1
управление активами,1
"tableu, sap bo, pb, ibm cognos",1
цфт-банк,1
sysml,1
wrike,1
аккаунт-менеджер,1
менеджер по работе с текущими клиентами,1
cистемы электронного документооборота,1
ecm (enterprise content management),1
разработка проектных и эксплуатационных документов,1
ms iis,1
банковский методолог,1
консультант по внедрению,1
банковские операции,1
резервное копирование,1
4927-у,1
2332-у,1
rest.api,1
3ds max,1
prince2,1
aml,1
anti-money laundering,1
energetic / fun,1
critical thinking,1
strategic mindset,1
informatica,1
msis,1
аналитический скад ума,1
грамотная русская речь,1
высокий уровень самостоятельности,1
idefo,1
разработка проектно-эксплуатационной документации ис,1
описание бизнес-процессов в нотациях,1
information technology,1
1с ерп,1
аттестация персонала,1
анализ рентабельности продаж,1
ребрендинг,1
запуск международных рекламных кампаний,1
запуск федеральных рекламных кампаний,1
cx/ux,1
m&a,1
due dilligence,1
mindbox,1
mailigen,1
54 фз,1
a/b test,1
artificial intelligence,1
adtech,1
probability theory,1
mathematical statistics,1
postgresql /mssql/teradata/sybase.,1
настройка потока данных (etl),1
ad-hock аналитика,1
ms exel,1
trados (система перевода),1
мемсорс,1
нефтегаз,1
медицина,1
case-средств,1
sfa,1
supply chain,1
язык r,1
bdd,1
ibm toolkit,1
ibm message broker,1
опыт разработки интеграционных сервисов,1
optimacros,1
pyrus,1
клиринговый цикл,1
диспутный цикл,1
alipay,1
tptp,1
tip,1
tic,1
иб,1
cissp,1
cism,1
ccna security,1
fw,1
av,1
anti-apt,1
iso27k,1
nist,1
cis,1
isf framework,1
оперативный учет,1
feature engineering,1
2g/3g/4g,1
ао,1
vas,1
responsibility,1
1с:документооборот,1
1с:упп,1
altium designer,1
hr аналитик,1
оценка эффективности промо акций,1
метрики маркетплейс,1
разработка отчетности,1
сопровождение по,1
анализ работы системы,1
microsoft 365,1
pre-sales,1
google bigquery,1
tablue,1
openshift,1
openstack,1
управление по целям,1
анализ требований,1
клиент-сервер,1
user case,1
бюджетный учет,1
gmt,1
пояснительная записка,1
нотации,1
поддержка продаж,1
оптимизация crm,1
fsi,1
deutsch,1
semrush,1
валютный контроль,1
наружная реклама,1
arango,1
написание пользовательских инструкций,1
составление обучающих материалов,1
business studio,1
altova xml spy,1
sharepoint,1
fork,1
tortoisehg,1
drawio,1
dbeaver,1
compensation and benefits,1
dwh/bi,1
проектирование интеграционного решения,1
функциональные требования,1
командная разработка,1
проектирование бизнес-процессов,1
проектирование моделей данных,1
xcode,1
android studio,1
unity profiler,1
unity,1
objective-c,1
автоматизированные продажи,1
web,1
организация корпоративных мероприятий,1
офлайн продвижение,1
кроссмаркет,1
система быстрых платежей,1
edw,1
разработка миссии и ценностей компании,1
проектирование ис,1
разработка архитектуры ис,1
отличные коммуникационные навыки,1
вирусный маркетинг,1
retail crm,1
1с: управление автотраспортом,1
взаимодействие с разработчиком,1
bi -системы,1
it-системы,1
oebs,1
master data,1
sap workflow,1
winshuttle,1
автомотизация бизнес процессов,1
stock market,1
mifid,1
банкинг,1
юнит-экономика,1
цод,1
lan,1
unified communications,1
hpe,1
huawei,1
lenovo,1
netscaler,1
vmware vsphere,1
teamplate,1
.net,1
vb,1
tarantool,1
a/b-тестирование,1
яндексметрика,1
tag manager,1
ui/ux прототипирование,1
работоспособность,1
bs,1
back-end,1
копирайтер,1
"сбор, обработка, анализ данных",1
постановка задач,1
впр (vlookup),1
presto,1
основы ml,1
сканеры безопасности,1
телефонные продажи,1
system analytic,1
cost management,1
cloud service,1
"python, postgresql, git",1
анализ государственных заказчиков,1
селдон,1
контур,1
фокус,1
техническая экспертиза,1
рерайтинг,1
axure,1
illustrator,1
shell-скрипты,1
успешные кейсы оптимизации конверсии на воронках,1
банкротство,1
adobe xd,1
intermech search,1
ptc windchill,1
подготовка проектной документации,1
проведение ревизий,1
комплектация,1
зикгу,1
"курирование договора по централизованному сопровождению 1с ца и филиалов, включая итс",1
знание и умение решать мелкие задачи по написанию простых обработок для финансовых и бухг. нужд,1
wildberries,1
систематизация и оформление требований по,1
jetbrains phpstorm,1
brokerage,1
oracle etl,1
calltouch,1
базовые знания о продвижении товаров в интерне,1
software design,1
teamwork,1
process improvement,1
restful api design,1
kompas (erp),1
извлечение и обработка данных из документов,1
quantlib,1
ррт,1
опыт ведения crm и работы в поддержке продаж,1
опыт составления официальных писем и оформления кп,1
разработка sas,1
i-drms,1
microstrategy,1
детекция аномалий,1
мониторинг показателей,1
gsm,1
lte,1
confluens,1
web приложения,1
реализация интеграционных решений,1
"аналитика, бизнес-процессы",1
power queru,1
excel сложные формулы,1
чтз,1
аналитика товародвижения,1
«1с программирование»,1
uipath,1
фрод-мониторинг,1
анализ инцидентов иб,1
запросы к бд,1
языки программирования,1
искуственный интелект,1
пилотирование проектов по ит сервисам,1
adobe after effect,1
bpmonline crm,1
1с-рарус,1
1с:crm,1
технический писатель,1
анализ бизнес-требований,1
внедрение по,1
автоматизация бизнес процессов на базе 1с,1
управление непрерывностью,1
drp,1
disaster recovery plan,1
usecase,1
рынок недвижимости,1
кабинетные маркетинговые исследования,1
опыт интерпретации результатов анализа,1
программирование аналитических приложений,1
объединение массивов данных,1
интерпретация результатов,1
принципы планирования,1
передача данных,1
archimate,1
mes-системы,1
soc,1
threats,1
cyber security,1
финансовые показатели,1
аккредитация,1
бизнес требоавния,1
бизнес аналитик,1
gosu,1
guidewire,1
работа с физическими лицами,1
обработка входящей корреспонденции,1
qlik nprinting,1
ql,1
labor regulations,1
административно-хозяйственная деятельность,1
windows/*nix,1
"с++, python, js",1
"elk, zabbix",1
"esb, kafka, apache tomcat, nginx",1
quik/qort,1
платежные карты,1
карточные продукты,1
kafka,1
game development,1
trade marketing,1
демонстрация функционала по,1
внедрение по для управления производством,1
скб контур,1
корпоративные хранилища данных,1
frs,1
"uml, bpmn methodologies;",1
mongoose,1
graphql,1
jest,1
demand planning,1
tableua,1
постановка технологических задач,1
контроль качества данных,1
хд,1
desktop projects,1
воронка продаж,1
техники продаж,1
розничные риски,1
collection,1
портфельная аналитика,1
wfm,1
продажа услуг контактного центра,1
управление контактным центром,1
м2м,1
построение consumer path,1
сегментация клиентов,1
qlick view,1
qlick sense,1
кадровый учет,1
кц,1
структурирование информации,1
"доситупность, ясность изложения",1
maxpatrol siem,1
анализ уязвимостей,1
"«1с программирование», «1с: бухгалтерия», «1с: предприятие 8», «1с: зарплата и управление персонало",1
робототехника,1
технологический процесс,1
robotics,1
разработка технико-коммерческих предложений,1
typescript js,1
vbs скрипты и макросы в excel,1
net razor,1
enovia,1
basecamp,1
системы аналитики,1
учет затрат,1
архитектура по,1
госты 34 серии,1
автоматизированные системы,1
dwh/bi clickhouse,1
data waterhouse,1
gambling,1
трейдинг,1
bi системы,1
дашдборды,1
er-модель,1
marketplace,1
знание 1с:,1
аутсорсинг,1
киберкриминалистика,1
обнаружение угроз информационной безопасности,1
анализ и расследования инцидентов иб,1
реагирование на инциденты иб,1
myit,1
procurement,1
procurement procedure,1
contract management,1
financial management,1
suppliers management,1
maintenance management,1
administrative support,1
it asset management,1
hardware infrastructure,1
vendor management,1
success factors,1
ispring,1
minitab,1
диаграммы,1
microsoft azure,1
microsoft dynamics,1
analyst,1
анализ фхд,1
visa,1
инструменты моделирования,1
многозадачность,1
внешняя оптимизация сайта,1
работа с доменами,1
ремаркетинг,1
mediascope,1
groove,1
блокчейн,1
it buisiness analyst,1
асуп,1
отчеты ниокр,1
требования гост,1
эксплуатационная документация,1
1c консоль,1
внедрение системы оперативного управления,1
контакт-центр,1
pricelabs,1
google merchant center,1
яндекс маркет,1
яндекс метрика,1
внедрение информационных систем,1
кис емиас,1
онтолог,1
номенклатура,1
классификация,1
oracle financials,1
navision axapta,1
аккуратность,1
трудолюбие,1
"гост, bpmn,itil",1
lotus notes,1
работа с большим количеством стейкхолдеров,1
проведение ретроспектив в команде,1
умение держать документы и задачи в порядке,1
умение точно поставить задачу,1
составление тз,1
logismart,1
jasper report,1
разработка и описание моделей бизнес-процессов,1
участие в процессах поддержки и сопровождения по,1
знание python,1
мдлп,1
самоорганизованность,1
способность к самообучению,1
беспристрастность,1
анализ продукта,1
data visualization,1
understanding of business needs,1
"• itil, bpms, uml",1
опп,1
логистический менеджмент,1
пресейл,1
business and system analyst in it,1
"creating prd, brd, srs, frs",1
full software development life cycle,1
agile development,1
1с:комплексная,1
разработка тех.задания,1
разработка тз (srs),1
обработка видео,1
fis platform,1
java script,1
финсофт ритейл,1
finsoft retail,1
финансовые информационные системы,1
проектирование систем информационной безопасности,1
проектная деятельность иб,1
разработка нормативной документации по иб,1
кадровый резерв,1
кадровый менеджмент,1
аналитические системы,1
neural networks,1
data scientist,1
"продвинутый пользователь microsoft office (excel),",1
атрибуция,1
sql query,1
разработка модели ключевых компетенций,1
«разработка технических заданий»,1
массивы,1
rfm анализ,1
cf,1
oracle sql,1
cpo,1
nco,1
ecommerce,1
оценка работ,1
декомпозиция задач,1
анализ тз,1
оценка технического решения,1
упрощенная система налогообложения,1
44 фз,1
223 фз,1
поддержка пользователей,1
способность работать в условиях многозадачности,1
алгоритмы и структуры данных,1
бизнес-юнит,1
английский с2 - в совершенстве,1
методология,1
digital продукты,1
розничный бизнес,1
система быстрых платежей,1
электронные карты,1
виртуальные карты,1
мобильные приложения,1
предоплаченные карты,1
дбо физических лиц,1
интеграция с партнерами,1
витрины розничного бизнеса,1
cash back,1
мгновенные платежи,1
бонусные программы,1
партнерская лояльность,1
аптечные сети,1
фармакологический рынок,1
userstory,1
pivotal,1
программирование,1
strategic planning,1
banking core systems,1
etc marine systems,1
amadeus,1
sirena,1
sabre,1
restapi,1
soap ui,1
servicemix,1
openshift,1
1c:зуп,1
corporate security,1
нмд фстэк россии,1
фсб россии,1
опыт разработки проектной документации,1
модели угроз,1
реализация по,1
operations research,1
comindware,1
comunda,1
sila bpm,1
перевод услуг в электронный вид,1
постановка тз разработчикам,1
сопровождение программного обеспечения/информационных систем,1
ручное тестирование,1
планирование проекта,1
forex trading,1
metatrader,1
airtable,1
hubstaff,1
выявление багов,1
описание требований клиента,1
as is to be,1
товароведение,1
гражданское строительство,1
dax-формулы,1
google spreadsheets,1
разработка тз,1
прогнозирование маржинальности,1
бэк маржа,1
unit экономика,1
bi tools,1
appmetrica,1
групповое обучение,1
windows,1
внедрение стандартов iso,1
аудиторские проверки,1
создание конфигурации 1с,1
программист-консультант,1
аналитика 1с,1
selenium ide,1
elma,1
mdm-системы,1
frd,1
a-spise,1
xgboost,1
kaggle,1
pyspark,1
catboost,1
lightgbm,1
разработка аналитических документов,1
обучение клиентов,1
тестирование по,1
sparx,1
автоматизация отчетности,1
моделирование риска,1
xsd/json schema,1
региональное развитие,1
openshift,1
функциональная документация,1
desktop ux/ui,1
разработка банковских продуктов,1
bmpn,1
обучение пользователей,1
фреймворка togaf,1
jira6,1
alterx,1
opentext,1
база данных,1
micro strategy,1
pl/python,1
ui-ux,1
angliyskiy-yazyk,1
idef0‚ idef1x‚ epc,1
sas etl,1
парус,1
медицинские информационные системы,1
здравоохранение,1
bitrix,1
цифровизация,1
ит-продукты,1
администрирование ос windows,1
forensics,1
уверенный пользователь microsoft excel и 1с8,1
pytorch,1
tensorrt,1
trains,1
minio,1
dvc,1
1с: жкх,1
консультация пользователей,1
структурное мышление,1
серверное программирование,1
концепция tm forum frameworx,1
знание case-средств,1
"webtutor, css, sql, html, javascript",1
литературная деятельность,1
навыки программирования на языке с++,1
оценка проектов,1
бухгалтерия предприятия,1
бит финанс,1
бит строительство,1
взаимодействие с разработчиками,1
internal control,1
internal audit,1
продажа кредитных продуктов,1
инженер систем бизнес-аналитики,1
power designer,1
методолог консультант,1
анализ показателей эффективности продаж,1
elasticsearch,1
redux,1
webservices,1
ibm system i (iseries as/400),1
"rpg iii/iv, rpg-xml suite",1
"soap, web services",1
"prince2, pmbok.",1
"lean, sixsigma.",1
уравновешенность,1
сбор требований заказчика,1
эконометрика,1
методики системного анализа,1
конфигурации программного продукта,1
маркировка,1
